loan_amnt,dti,emp_length,accepted
13625.0,18.51,9 years,1
18075.0,37.23,< 1 year,1
10000.0,20.48,3 years,1
7000.0,30.45,10+ years,1
20000.0,18.91,,1
18000.0,20.47,10+ years,1
14000.0,20.82,3 years,1
5000.0,25.76,8 years,1
5600.0,34.93,9 years,1
8125.0,24.54,5 years,1
10350.0,17.64,6 years,1
15000.0,17.49,2 years,1
10000.0,20.79,10+ years,1
7775.0,32.47,10+ years,1
14000.0,26.64,4 years,1
6000.0,13.42,10+ years,1
30000.0,36.05,2 years,1
9500.0,9.36,5 years,1
15000.0,12.77,10+ years,1
11000.0,18.77,< 1 year,1
10000.0,15.4,2 years,1
3500.0,4.03,10+ years,1
14400.0,16.89,10+ years,1
10000.0,19.95,2 years,1
3100.0,13.85,4 years,1
12000.0,12.91,3 years,1
8000.0,15.4,8 years,1
7500.0,15.44,2 years,1
16000.0,22.64,1 year,1
24000.0,13.01,1 year,1
24000.0,8.98,9 years,1
8525.0,39.37,3 years,1
30800.0,15.73,< 1 year,1
24000.0,39.63,2 years,1
19800.0,20.77,1 year,1
2400.0,5.24,10+ years,1
6025.0,38.4,1 year,1
5000.0,20.86,< 1 year,1
12000.0,19.1,1 year,1
18000.0,31.29,10+ years,1
7000.0,3.41,8 years,1
10000.0,9.69,7 years,1
10000.0,11.51,10+ years,1
25000.0,26.73,4 years,1
10000.0,23.62,< 1 year,1
6000.0,21.93,2 years,1
10000.0,8.23,10+ years,1
22400.0,13.89,10+ years,1
4000.0,11.31,5 years,1
35000.0,9.77,1 year,1
4600.0,7.45,5 years,1
4000.0,27.62,8 years,1
7000.0,20.24,10+ years,1
10000.0,16.43,10+ years,1
1600.0,32.2,10+ years,1
5500.0,18.47,2 years,1
16200.0,26.67,7 years,1
9000.0,32.13,3 years,1
18000.0,13.28,3 years,1
9550.0,11.14,10+ years,1
24000.0,17.31,< 1 year,1
35000.0,9.86,10+ years,1
25000.0,23.82,2 years,1
16500.0,23.29,4 years,1
9500.0,14.52,7 years,1
26550.0,26.36,10+ years,1
23150.0,17.82,5 years,1
35000.0,35.18,10+ years,1
1400.0,25.07,5 years,1
16075.0,3.38,4 years,1
6450.0,21.96,2 years,1
12000.0,24.86,10+ years,1
12000.0,4.4,10+ years,1
8000.0,37.95,4 years,1
35000.0,25.81,5 years,1
24000.0,11.04,3 years,1
18000.0,31.82,10+ years,1
15000.0,24.6,10+ years,1
12300.0,15.84,6 years,1
6000.0,7.68,5 years,1
11500.0,9.91,4 years,1
28000.0,23.67,10+ years,1
4200.0,24.24,,1
3500.0,9.34,2 years,1
24000.0,11.88,8 years,1
30000.0,29.31,8 years,1
1000.0,20.34,10+ years,1
9000.0,8.2,< 1 year,1
18000.0,13.28,3 years,1
10000.0,19.64,1 year,1
19875.0,30.05,1 year,1
30000.0,20.66,6 years,1
4200.0,17.6,< 1 year,1
29900.0,23.2,10+ years,1
12000.0,27.78,10+ years,1
24000.0,24.56,< 1 year,1
15000.0,19.42,2 years,1
10000.0,2.76,10+ years,1
5000.0,25.09,2 years,1
13200.0,19.28,2 years,1
35000.0,35.17,< 1 year,1
30650.0,29.13,4 years,1
18850.0,20.44,10+ years,1
9000.0,27.7,4 years,1
3800.0,10.62,5 years,1
27000.0,18.11,8 years,1
17375.0,10.12,7 years,1
19200.0,24.11,1 year,1
11000.0,20.27,2 years,1
9600.0,11.2,1 year,1
35000.0,18.79,10+ years,1
1400.0,17.03,10+ years,1
6650.0,7.38,,1
6000.0,6.68,10+ years,1
30000.0,15.11,< 1 year,1
10000.0,12.23,10+ years,1
12000.0,21.55,10+ years,1
15000.0,19.9,10+ years,1
30000.0,2.87,,1
25000.0,19.44,10+ years,1
16000.0,23.62,4 years,1
14000.0,18.22,7 years,1
12000.0,8.69,7 years,1
10000.0,13.81,3 years,1
25000.0,11.92,8 years,1
6000.0,16.02,3 years,1
20000.0,12.27,10+ years,1
15000.0,23.5,8 years,1
24000.0,25.42,9 years,1
6400.0,23.68,10+ years,1
10000.0,3.0,8 years,1
7000.0,15.84,5 years,1
20000.0,17.16,6 years,1
25000.0,6.25,2 years,1
4500.0,6.93,10+ years,1
18700.0,21.62,10+ years,1
25000.0,28.8,10+ years,1
8400.0,31.04,4 years,1
3500.0,16.74,2 years,1
18000.0,9.81,10+ years,1
30000.0,13.11,3 years,1
11000.0,11.39,3 years,1
1200.0,1.22,10+ years,1
11000.0,9.93,10+ years,1
25200.0,19.22,7 years,1
1000.0,7.99,6 years,1
6400.0,12.83,< 1 year,1
8000.0,12.24,1 year,1
6000.0,21.63,10+ years,1
16000.0,18.6,< 1 year,1
20000.0,13.32,< 1 year,1
30000.0,5.47,9 years,1
8000.0,20.34,1 year,1
12000.0,22.07,5 years,1
5625.0,25.56,10+ years,1
24000.0,14.62,6 years,1
3600.0,8.15,,1
12000.0,1.59,< 1 year,1
20000.0,35.92,10+ years,1
17000.0,18.06,10+ years,1
10000.0,12.2,5 years,1
16000.0,12.71,1 year,1
10000.0,34.56,6 years,1
9600.0,38.53,10+ years,1
35000.0,20.63,,1
28000.0,7.13,9 years,1
20000.0,22.42,9 years,1
15000.0,17.44,2 years,1
3000.0,23.65,1 year,1
6200.0,27.46,3 years,1
6000.0,33.25,10+ years,1
7500.0,18.24,,1
24000.0,10.67,4 years,1
35000.0,12.9,< 1 year,1
15000.0,31.88,4 years,1
5650.0,21.6,2 years,1
1750.0,13.37,,1
6000.0,36.04,< 1 year,1
3000.0,14.19,1 year,1
30000.0,19.47,10+ years,1
35000.0,26.94,1 year,1
22400.0,11.8,6 years,1
10500.0,37.4,10+ years,1
9000.0,23.88,,1
14700.0,31.31,10+ years,1
14000.0,5.79,3 years,1
8150.0,28.28,3 years,1
7925.0,23.93,8 years,1
8800.0,18.39,10+ years,1
16800.0,13.83,2 years,1
1500.0,10.66,8 years,1
20000.0,19.21,3 years,1
3600.0,24.58,2 years,1
31600.0,17.61,10+ years,1
27800.0,12.63,10+ years,1
6500.0,20.04,4 years,1
5000.0,30.67,2 years,1
16450.0,19.09,< 1 year,1
28000.0,11.29,5 years,1
9000.0,13.4,6 years,1
19000.0,23.78,8 years,1
12000.0,10.85,1 year,1
6650.0,11.45,6 years,1
20000.0,21.65,,1
6000.0,16.76,10+ years,1
10000.0,18.38,10+ years,1
13000.0,14.28,2 years,1
30000.0,31.54,6 years,1
12000.0,27.81,10+ years,1
15300.0,14.91,1 year,1
1000.0,13.53,1 year,1
35000.0,13.6,10+ years,1
6025.0,9.64,10+ years,1
30000.0,16.47,5 years,1
10000.0,25.48,5 years,1
3600.0,23.17,4 years,1
10000.0,13.76,8 years,1
20000.0,25.92,8 years,1
16000.0,31.14,3 years,1
6500.0,29.95,10+ years,1
10000.0,8.68,8 years,1
14900.0,19.83,10+ years,1
18000.0,24.5,5 years,1
16500.0,12.89,10+ years,1
1125.0,34.81,10+ years,1
9600.0,23.09,4 years,1
18000.0,20.4,8 years,1
10000.0,31.34,4 years,1
2500.0,19.32,6 years,1
6000.0,32.95,,1
15000.0,5.87,< 1 year,1
20000.0,14.98,1 year,1
9000.0,7.96,6 years,1
6000.0,16.01,10+ years,1
30000.0,27.75,2 years,1
14000.0,35.81,10+ years,1
7000.0,16.15,9 years,1
7500.0,24.18,5 years,1
6000.0,20.32,3 years,1
12000.0,27.91,5 years,1
10000.0,20.59,10+ years,1
16000.0,14.95,10+ years,1
12000.0,29.79,2 years,1
1000.0,28.57,,1
2525.0,12.66,2 years,1
5775.0,9.77,< 1 year,1
8300.0,16.73,,1
8000.0,16.21,,1
6400.0,22.71,10+ years,1
7000.0,17.3,< 1 year,1
35000.0,14.44,10+ years,1
9000.0,26.73,10+ years,1
8000.0,25.44,,1
16500.0,17.2,2 years,1
19675.0,19.63,< 1 year,1
20000.0,6.72,10+ years,1
13675.0,23.37,1 year,1
12600.0,32.51,5 years,1
21500.0,6.73,< 1 year,1
5000.0,19.89,2 years,1
18000.0,29.89,10+ years,1
30225.0,29.49,10+ years,1
14000.0,32.26,10+ years,1
24000.0,17.18,10+ years,1
15000.0,8.93,3 years,1
12000.0,22.92,< 1 year,1
16500.0,15.06,10+ years,1
1500.0,17.11,10+ years,1
25000.0,18.24,2 years,1
10000.0,22.94,3 years,1
8000.0,22.0,3 years,1
5000.0,23.39,3 years,1
20000.0,14.04,10+ years,1
18000.0,19.72,< 1 year,1
6000.0,26.97,2 years,1
4000.0,30.44,10+ years,1
12000.0,12.35,10+ years,1
8000.0,28.9,10+ years,1
12000.0,13.65,7 years,1
10500.0,23.56,1 year,1
1925.0,2.19,,1
35000.0,7.76,10+ years,1
5000.0,13.4,,1
15025.0,24.71,10+ years,1
9000.0,35.06,5 years,1
14000.0,22.45,6 years,1
10000.0,23.01,8 years,1
5000.0,11.98,10+ years,1
22000.0,25.98,10+ years,1
19000.0,14.04,4 years,1
30000.0,36.99,1 year,1
14000.0,18.56,< 1 year,1
35000.0,27.4,< 1 year,1
35000.0,9.35,10+ years,1
2800.0,22.23,3 years,1
23000.0,11.8,3 years,1
12300.0,20.89,10+ years,1
6000.0,13.08,4 years,1
21000.0,29.36,9 years,1
12000.0,36.92,7 years,1
8200.0,25.75,9 years,1
9600.0,12.47,10+ years,1
5275.0,21.15,10+ years,1
15000.0,10.57,8 years,1
14000.0,25.58,10+ years,1
8000.0,7.7,10+ years,1
7000.0,14.55,4 years,1
13200.0,12.82,10+ years,1
5000.0,6.88,6 years,1
3500.0,29.96,< 1 year,1
12000.0,22.54,10+ years,1
1000.0,10.38,10+ years,1
15000.0,19.11,4 years,1
19775.0,14.7,< 1 year,1
12000.0,31.39,< 1 year,1
10000.0,23.19,< 1 year,1
28000.0,33.95,10+ years,1
9000.0,9.56,6 years,1
6400.0,20.64,3 years,1
4775.0,22.43,< 1 year,1
24000.0,18.94,1 year,1
26000.0,10.0,2 years,1
10350.0,25.8,1 year,1
3075.0,13.05,10+ years,1
2500.0,17.17,10+ years,1
12000.0,23.98,6 years,1
17875.0,19.84,10+ years,1
16000.0,14.34,10+ years,1
16575.0,17.16,4 years,1
6500.0,24.34,1 year,1
16000.0,31.02,4 years,1
7500.0,30.8,,1
5875.0,10.17,8 years,1
1000.0,33.79,< 1 year,1
14400.0,8.47,7 years,1
18000.0,20.5,10+ years,1
10000.0,1.86,5 years,1
10000.0,17.82,< 1 year,1
10000.0,30.56,10+ years,1
35000.0,23.73,10+ years,1
1000.0,34.41,7 years,1
12000.0,19.09,3 years,1
6050.0,24.11,9 years,1
5000.0,16.06,3 years,1
20000.0,24.74,10+ years,1
9600.0,29.37,6 years,1
10000.0,13.27,2 years,1
16000.0,7.78,2 years,1
8175.0,1.85,,1
30000.0,21.58,7 years,1
6000.0,16.9,,1
28000.0,7.29,9 years,1
12475.0,0.72,2 years,1
6000.0,17.8,,1
28000.0,18.12,10+ years,1
10000.0,33.65,< 1 year,1
35000.0,31.36,10+ years,1
5000.0,20.63,1 year,1
24000.0,9.44,3 years,1
32975.0,32.28,7 years,1
5000.0,17.95,< 1 year,1
8500.0,17.55,10+ years,1
17000.0,4.03,4 years,1
6000.0,14.53,4 years,1
18000.0,19.96,1 year,1
8550.0,8.68,10+ years,1
8500.0,12.43,1 year,1
17325.0,0.46,6 years,1
18000.0,14.58,7 years,1
3375.0,14.43,,1
7000.0,14.16,6 years,1
5000.0,10.53,1 year,1
8000.0,19.52,10+ years,1
7500.0,20.45,2 years,1
8000.0,17.86,3 years,1
21125.0,29.87,7 years,1
24000.0,19.89,6 years,1
20000.0,22.44,10+ years,1
12000.0,15.99,2 years,1
12000.0,24.16,1 year,1
25000.0,10.59,6 years,1
15000.0,30.89,10+ years,1
3600.0,9.7,5 years,1
12000.0,13.86,3 years,1
10000.0,4.16,4 years,1
15600.0,34.79,10+ years,1
21000.0,13.41,10+ years,1
10000.0,9.46,6 years,1
16800.0,10.3,10+ years,1
30000.0,21.74,3 years,1
15000.0,23.74,10+ years,1
15000.0,3.24,< 1 year,1
6000.0,11.52,3 years,1
6800.0,20.77,,1
5000.0,15.67,6 years,1
8525.0,15.77,8 years,1
3000.0,6.53,6 years,1
5000.0,29.63,1 year,1
16000.0,8.32,10+ years,1
10000.0,3.84,9 years,1
21000.0,10.97,10+ years,1
1000.0,10.0,4,0
1000.0,10.0,0,0
11000.0,10.0,1,0
6000.0,38.64,0,0
1500.0,9.43,0,0
15000.0,0.0,3,0
10000.0,10.0,0,0
3900.0,10.0,2,0
3000.0,10.0,4,0
2500.0,11.76,4,0
3900.0,10.0,10,0
1000.0,10.0,1,0
3000.0,10.0,0,0
1500.0,10.0,3,0
1000.0,10.0,0,0
8000.0,10.0,0,0
12000.0,10.0,3,0
1000.0,10.0,3,0
15000.0,10.0,0,0
5000.0,10.0,0,0
15000.0,10.0,0,0
5000.0,10.0,1,0
4950.0,10.0,2,0
6100.0,24.69,2,0
12000.0,10.0,2,0
25000.0,10.0,0,0
15000.0,15.56,0,0
5000.0,10.0,0,0
10000.0,2.25,0,0
10000.0,21.77,0,0
1000.0,0.0,0,0
4000.0,36.8,0,0
7000.0,17.73,0,0
25000.0,4.5,2,0
1000.0,15.92,2,0
6500.0,12.98,0,0
2000.0,32.64,0,0
15000.0,1.55,4,0
6000.0,12.34,1,0
2500.0,18.43,1,0
12500.0,31.82,9,0
3000.0,0.0,0,0
7500.0,61.47,5,0
5000.0,8.93,1,0
5000.0,6.0,0,0
4000.0,43.8,0,0
1000.0,4.61,0,0
5000.0,15.73,4,0
1000.0,28.04,2,0
1000.0,41.35,2,0
6025.0,69.84,2,0
10000.0,61.07,1,0
3000.0,20.91,1,0
10000.0,8.7,1,0
2100.0,10.0,1,0
5000.0,53.76,0,0
10000.0,3.84,0,0
1200.0,0.0,4,0
4000.0,0.0,0,0
15000.0,27.48,2,0
1000.0,12.4,0,0
2500.0,13.1,1,0
5000.0,0.0,5,0
2500.0,29.16,0,0
1000.0,7.68,0,0
5000.0,20.0,1,0
5000.0,0.0,1,0
1500.0,0.0,0,0
1000.0,11.12,2,0
1000.0,1.07,0,0
8000.0,11.67,1,0
3500.0,1.73,0,0
2500.0,0.0,0,0
25000.0,20.06,4,0
4500.0,16.8,0,0
2000.0,0.0,0,0
10000.0,23.1,1,0
3500.0,0.0,0,0
5000.0,3.48,1,0
11000.0,37.3,1,0
1500.0,27.45,0,0
1500.0,58.8,1,0
1000.0,8.51,0,0
7000.0,23.96,0,0
25000.0,4.9,0,0
10000.0,0.0,0,0
4000.0,9.87,1,0
2500.0,10.0,0,0
3000.0,20.01,1,0
1000.0,13.01,3,0
7500.0,14.36,7,0
2000.0,0.0,0,0
1000.0,16.58,0,0
1100.0,0.72,4,0
3000.0,4.05,0,0
1000.0,0.86,0,0
7000.0,39.79,2,0
1000.0,6.55,4,0
5000.0,1.6,2,0
1300.0,22.5,2,0
500.0,18.52,4,0
1000.0,7.21,7,0
1000.0,493.6,1,0
3000.0,6.72,0,0
2000.0,5.51,1,0
5000.0,18.4,2,0
2000.0,10.85,5,0
10000.0,14.76,3,0
6700.0,4.17,2,0
20000.0,0.4,0,0
3400.0,24.36,9,0
5000.0,13.03,0,0
8000.0,12.21,0,0
6000.0,26.07,0,0
5000.0,5.86,0,0
9500.0,1.47,1,0
3500.0,3.12,0,0
1500.0,3.98,0,0
10000.0,6.48,0,0
10000.0,46.15,0,0
800.0,24.0,0,0
10000.0,0.0,0,0
5000.0,10.18,0,0
6000.0,2.36,0,0
1000.0,3.0,0,0
1000.0,5.51,1,0
15000.0,34.27,0,0
2500.0,14.16,0,0
16000.0,22.98,1,0
2000.0,6.91,1,0
4000.0,14.5,0,0
2000.0,14.34,0,0
3000.0,9.26,0,0
6000.0,12.0,0,0
2500.0,21.94,7,0
3000.0,60.11,3,0
6000.0,4042.11,0,0
17000.0,5.96,4,0
5000.0,2.6,0,0
7500.0,45.95,6,0
15000.0,15.0,8,0
4000.0,0.0,0,0
4000.0,6.36,0,0
1000.0,24.0,0,0
1500.0,6.4,1,0
6500.0,1.84,9,0
5000.0,24.7,1,0
4000.0,36.92,4,0
1500.0,9.23,0,0
1000.0,36.7,1,0
10000.0,17.3,2,0
6000.0,21.6,0,0
25000.0,0.77,0,0
10000.0,0.0,1,0
4975.0,1.84,8,0
25000.0,18.83,1,0
5000.0,0.0,0,0
15000.0,17.06,2,0
3000.0,17.74,4,0
3000.0,10.59,3,0
12000.0,100.0,0,0
14000.0,27.98,3,0
25000.0,0.0,4,0
1000.0,0.0,0,0
11000.0,0.75,1,0
1000.0,4.68,2,0
5000.0,9.6,0,0
5000.0,1.32,4,0
3000.0,48.24,1,0
1000.0,25.64,2,0
4000.0,48.6,4,0
12000.0,10.15,0,0
2000.0,27.94,0,0
2500.0,15.07,0,0
2000.0,0.0,0,0
7000.0,136.56,2,0
15000.0,18.91,1,0
5000.0,20.64,1,0
2500.0,42.55,1,0
2000.0,0.0,0,0
5000.0,16.05,0,0
3000.0,12.6,2,0
2500.0,8.67,1,0
25000.0,0.0,7,0
22000.0,37.09,2,0
2500.0,3.0,0,0
2000.0,10.45,1,0
15000.0,20.57,10,0
5000.0,14.28,0,0
15000.0,28.33,3,0
5000.0,1.8,0,0
9000.0,37.4,3,0
1000.0,8.36,0,0
3000.0,4.8,1,0
1000.0,13.5,0,0
1500.0,4.44,4,0
10000.0,4.02,2,0
10000.0,31.65,3,0
3000.0,17.93,10,0
17000.0,22.76,0,0
1000.0,9.95,0,0
7000.0,4.02,7,0
3000.0,10.04,1,0
1000.0,7.8,0,0
10000.0,28.46,1,0
4000.0,100.0,0,0
5000.0,32.64,2,0
1800.0,9.33,0,0
10000.0,11.06,3,0
25000.0,9.26,0,0
5200.0,27.04,0,0
5000.0,26.5,1,0
2150.0,13.52,1,0
5000.0,0.0,1,0
23000.0,11.27,1,0
25000.0,41.64,1,0
2000.0,27.01,1,0
5000.0,6.17,0,0
5000.0,19.75,8,0
25000.0,5.74,2,0
3000.0,4.69,2,0
5000.0,11.1,3,0
5000.0,24.6,10,0
1000.0,67.14,2,0
3500.0,0.0,0,0
7500.0,24.0,3,0
1000.0,21.43,0,0
1500.0,2.52,1,0
10000.0,13.35,1,0
4000.0,12.29,0,0
12000.0,22.72,5,0
8000.0,15.67,0,0
1300.0,11.53,1,0
3000.0,7.3,5,0
2200.0,0.5,2,0
25000.0,10.29,2,0
10000.0,12.93,0,0
1000.0,0.0,0,0
7500.0,0.0,5,0
1000.0,109.2,0,0
5000.0,10.12,1,0
10000.0,0.0,2,0
3000.0,9.07,0,0
20000.0,9.87,3,0
8500.0,30.19,1,0
1000.0,21.7,3,0
20000.0,0.69,4,0
3500.0,13.55,7,0
8000.0,12.38,0,0
9000.0,2.81,0,0
4500.0,15.79,10,0
1000.0,18.8,0,0
25000.0,43.25,10,0
4000.0,6.12,0,0
20000.0,5.2,10,0
5000.0,11.0,2,0
25000.0,22.56,2,0
4000.0,39.55,2,0
11000.0,2.09,10,0
7000.0,30.79,10,0
4000.0,0.0,7,0
1400.0,8.94,9,0
15000.0,40.78,2,0
5000.0,6.63,8,0
7500.0,3.94,6,0
2000.0,1.82,10,0
20000.0,0.0,0,0
9000.0,38.42,0,0
10000.0,50.76,5,0
20000.0,29.12,2,0
1000.0,0.0,1,0
15000.0,680.31,1,0
15000.0,8.58,0,0
2000.0,0.75,1,0
15000.0,23.6,0,0
20000.0,27.72,2,0
13000.0,45.78,10,0
25000.0,23.01,4,0
2000.0,51.73,6,0
20000.0,9.96,6,0
5250.0,0.26,0,0
4000.0,5.04,1,0
12000.0,16.77,0,0
2500.0,3.2,1,0
6000.0,9.51,0,0
5000.0,40.88,10,0
10700.0,10.55,0,0
3500.0,0.0,1,0
3000.0,0.0,10,0
6500.0,50.4,4,0
15000.0,3.76,10,0
5000.0,47.2,3,0
20000.0,0.0,1,0
18000.0,33.05,10,0
5000.0,0.0,10,0
5000.0,18.22,10,0
3500.0,4.03,2,0
1000.0,11.86,2,0
2500.0,33.12,5,0
13000.0,0.0,0,0
1000.0,18.84,0,0
4000.0,22.95,3,0
4000.0,100.5,0,0
25000.0,41.79,10,0
1000.0,9.19,4,0
500.0,22.64,0,0
25000.0,7.94,1,0
5500.0,18.76,0,0
4000.0,31.79,6,0
1000.0,10.08,0,0
1000.0,100.0,10,0
1000.0,1.84,0,0
6000.0,15.23,7,0
1000.0,7.2,0,0
1000.0,16.26,0,0
20000.0,17.79,3,0
5000.0,24.2,10,0
2500.0,15.18,1,0
3000.0,56.27,2,0
20000.0,25.8,0,0
3000.0,20400.0,0,0
1000.0,0.0,0,0
1500.0,14.35,5,0
3500.0,242.83,10,0
5000.0,3.74,0,0
25000.0,6.69,0,0
1200.0,3.63,0,0
3500.0,0.0,0,0
1000.0,414.4,0,0
20000.0,33.04,5,0
4500.0,21.03,0,0
10000.0,0.0,4,0
8000.0,36.68,6,0
1500.0,2.54,0,0
1500.0,14.4,2,0
2500.0,88.4,3,0
2500.0,0.0,0,0
15000.0,2.37,0,0
5000.0,63.5,3,0
3000.0,11.96,3,0
2500.0,12.5,0,0
25000.0,28.19,10,0
5500.0,0.0,0,0
10000.0,73.87,0,0
1500.0,0.0,0,0
22000.0,17.11,1,0
1000.0,27.21,4,0
20000.0,19.49,3,0
4000.0,6.56,1,0
1000.0,32.8,2,0
1100.0,6.78,0,0
25000.0,15.36,0,0
8000.0,47.63,4,0
6000.0,18.91,9,0
5000.0,13.43,0,0
15000.0,40.73,1,0
25000.0,34.42,0,0
3500.0,48.68,2,0
3000.0,2.18,1,0
5000.0,0.0,0,0
10500.0,6.95,0,0
11000.0,6.0,0,0
1000.0,8.17,1,0
8000.0,38.4,5,0
13000.0,19.95,0,0
15000.0,0.0,1,0
8000.0,4.89,0,0
4500.0,14.47,0,0
21000.0,18.43,0,0
15000.0,28.95,2,0
5000.0,5.36,0,0
20000.0,25.32,1,0
500.0,28.96,0,0
4000.0,4.13,1,0
15000.0,12.46,7,0
1000.0,36.42,0,0
5000.0,9.19,3,0
925.0,13.2,0,0
25000.0,45.6,1,0
7500.0,16.19,4,0
2000.0,23.23,3,0
5000.0,23.52,0,0
1000.0,1.32,1,0
10500.0,32.61,1,0
4000.0,35.49,0,0
4500.0,4.72,5,0
2500.0,37.58,4,0
8000.0,6.07,0,0
2500.0,19.4,10,0
5000.0,16.33,5,0
4000.0,0.0,2,0
2000.0,12.0,2,0
1500.0,23.2,10,0
500.0,1.86,0,0
1000.0,25.5,0,0
1000.0,0.0,0,0
9825.0,14.28,2,0
1000.0,0.0,1,0
5000.0,21.06,6,0
8000.0,27.0,0,0
1000.0,266.67,0,0
1000.0,0.34,0,0
25000.0,13.92,1,0
15000.0,8.25,7,0
3000.0,35.79,0,0
2500.0,21.17,0,0
2500.0,23.88,0,0
1000.0,1.98,0,0
2000.0,0.0,0,0
1000.0,0.89,0,0
2500.0,0.0,0,0
25000.0,1.92,1,0
8300.0,24.95,7,0
500.0,16.37,0,0
1000.0,8.27,0,0
2000.0,0.0,1,0
10000.0,14.12,10,0
3500.0,4.54,1,0
5000.0,21.68,4,0
6000.0,9.94,0,0
3000.0,3.25,0,0
12000.0,2.04,3,0
16000.0,2.48,2,0
5000.0,6.38,1,0
5000.0,8.04,0,0
10000.0,0.0,0,0
6000.0,23.43,1,0
5000.0,44.17,0,0
5000.0,12.62,1,0
12000.0,245.63,3,0
20000.0,38.06,3,0
1000.0,0.0,0,0
20000.0,7.12,10,0
10000.0,43.26,4,0
2500.0,0.0,1,0
3000.0,1.97,0,0
1000.0,16.32,1,0
1000.0,7.17,2,0
3000.0,0.0,0,0
10000.0,12.17,10,0
3000.0,23.96,2,0
3000.0,0.0,1,0
1000.0,9.69,1,0
4500.0,82.38,0,0
3500.0,0.0,10,0
2500.0,0.3,0,0
1000.0,14.16,0,0
5000.0,5.2,2,0
4500.0,8.02,0,0
2500.0,0.62,0,0
8000.0,6.36,7,0
6000.0,31.63,0,0
5000.0,21.49,1,0
15000.0,15.76,10,0
1000.0,10.03,1,0
8000.0,11.47,1,0
5000.0,28.14,8,0
5000.0,32.81,10,0
10000.0,33.05,0,0
20000.0,8.92,2,0
15000.0,13.76,3,0
2000.0,6.89,8,0
7000.0,16.22,0,0
4500.0,2.95,1,0
5000.0,11.77,0,0
14000.0,0.0,7,0
25000.0,15.17,7,0
2300.0,6.24,9,0
1500.0,9.57,0,0
5500.0,1.34,0,0
2000.0,18.86,4,0
3500.0,0.6,0,0
8000.0,10.01,3,0
1000.0,20.19,10,0
2000.0,13.0,2,0
1500.0,0.0,0,0
12000.0,4.43,10,0
4500.0,6.0,1,0
500.0,1.92,1,0
15000.0,10.57,0,0
3000.0,28.42,0,0
3000.0,24.65,0,0
3000.0,0.0,1,0
6000.0,11.49,0,0
5000.0,18.33,0,0
8000.0,29.57,8,0
15000.0,4.14,3,0
15000.0,30.52,2,0
5000.0,31.45,0,0
3000.0,13.47,1,0
2000.0,54.35,0,0
5000.0,17.44,3,0
25000.0,0.0,1,0
12000.0,18.65,4,0
2000.0,29.13,0,0
7000.0,0.0,0,0
3000.0,18.75,0,0
4750.0,5.0,0,0
6000.0,0.0,4,0
2000.0,10.63,1,0
4000.0,5.98,0,0
2000.0,19.98,1,0
600.0,2.66,1,0
1000.0,4.55,1,0
6000.0,7.38,10,0
7500.0,8.6,0,0
15000.0,0.33,2,0
3500.0,0.57,1,0
1500.0,12.65,1,0
13000.0,14.56,10,0
25000.0,24.94,10,0
4500.0,10.75,10,0
15000.0,14.81,2,0
1400.0,0.67,1,0
1500.0,2.91,0,0
2000.0,4.41,3,0
1700.0,17.67,0,0
2000.0,7.25,10,0
6000.0,15.66,3,0
20000.0,25.46,3,0
7500.0,1.65,5,0
10000.0,23.19,0,0
7275.0,2.15,3,0
7500.0,8.16,3,0
500.0,21.03,0,0
7500.0,15.41,1,0
10000.0,12.75,1,0
7000.0,0.0,1,0
3000.0,12.86,6,0
5000.0,21.65,3,0
5000.0,32.96,0,0
10000.0,29.73,1,0
500.0,1.1,1,0
25000.0,11.95,1,0
2500.0,14.53,2,0
10000.0,14.25,2,0
1000.0,85.0,6,0
2500.0,0.0,0,0
2000.0,14.01,2,0
25000.0,22.9,1,0
17000.0,74.86,1,0
600.0,14.4,0,0
13500.0,25.25,10,0
7500.0,100.0,3,0
10000.0,47.56,2,0
25000.0,0.0,2,0
10000.0,34.37,1,0
3500.0,0.0,0,0
1300.0,11.39,1,0
7000.0,9.0,10,0
20000.0,30.67,3,0
3500.0,63.75,1,0
6000.0,57.66,1,0
5000.0,56.4,0,0
2000.0,11.6,0,0
1500.0,31.61,5,0
3500.0,13.21,7,0
6000.0,569.27,10,0
3300.0,1.57,1,0
1000.0,5.12,0,0
3000.0,28.4,0,0
7000.0,17.29,6,0
10000.0,17.34,0,0
3000.0,6.09,2,0
1200.0,19.95,0,0
4100.0,3.23,2,0
10000.0,4.44,3,0
2500.0,18.62,1,0
10000.0,0.0,2,0
12000.0,0.0,6,0
3000.0,16.63,2,0
5000.0,43.44,1,0
7500.0,28.45,4,0
25000.0,17.92,2,0
1775.0,9.95,4,0
12000.0,9.63,0,0
5000.0,4.2,0,0
1000.0,2.0,0,0
10000.0,26.87,1,0
3500.0,92.84,0,0
3500.0,5.33,9,0
5000.0,10.82,1,0
6000.0,3.29,0,0
6000.0,0.48,10,0
5000.0,0.0,0,0
4000.0,0.0,0,0
1500.0,3.98,1,0
8000.0,31.87,2,0
1550.0,7.93,0,0
7000.0,13.25,0,0
5000.0,3.9,0,0
25000.0,65.8,1,0
5000.0,1.75,3,0
4800.0,15.93,1,0
1000.0,68.0,6,0
9500.0,0.0,2,0
500.0,0.0,0,0
15000.0,2.31,0,0
500.0,0.0,1,0
2500.0,23.5,0,0
25000.0,0.0,2,0
500.0,20.16,0,0
2200.0,27.6,2,0
3750.0,3.36,1,0
